settings_zoomin,Zoom In,放大
settings_buildnext,Next Build Item,下一頁建造項目
settings_buildprev,Prev Build Item,上一頁建造項目
settings_buildcat,Build Category,建造類別
settings_remove,Deconstruct,拆除
settings_buildmenu,Build Menu,建造選單
settings_mastervol,Volume,主音量
settings_musicvol,Music Volume,音樂音量
settings_continousmusic,Continuous Music,音樂循環
settings_dof,Depth of Field (DOF),景深
settings_camerashake,Camera Shake,鏡頭晃動
settings_shipcameratilt,Immersive Ship Camera,擬真乘船鏡頭
settings_quickselect,Right-Click Build Selection,點選右鍵建造
settings_showkeyhints,Show Key Hints,顯示關鍵提示
settings_guiscale,Scale GUI,縮放圖形介面
settings_guicale_note,Minimum screen resolution 2560x1440,最低螢幕解析度 2560x1440
settings_bloom,Bloom,全螢幕泛光
settings_ssao,SSAO,環境光遮蔽
settings_sunshafts,Sun Shafts,雲隙光
settings_motionblur,Motion Blur,動態模糊
settings_tesselation,Tessellation,細分曲面
settings_antialiasing,Anti-Aliasing,反鋸齒
settings_ca,Chromatic Aberration,色差
settings_vsync,VSync,垂直同步
settings_shadowquality,Shadow Quality,陰影品質
settings_vegetation,Vegetation Quality,植被品質
settings_lod,Draw Distance/Level of Detail,繪製距離/細節層次
settings_lights,Particle Lights,粒子光源
settings_softpart,Soft Particles,柔和粒子
settings_low,Low,低
settings_medium,Medium,中
settings_high,High,高
settings_res,Resolution,解析度
settings_fullscreen,Fullscreen,全螢幕
settings_apply,Apply,套用
settings_test,Test,測試
settings_resok,Does this work correctly?,是否可以正常運作？
,,
,,
button_mouse0,Mouse-1,滑鼠左鍵
button_mouse1,Mouse-2,滑鼠右鍵
button_mouse2,Mouse-3,滑鼠中鍵
button_space,Space,空白鍵
button_lshift,L-Shift,左Shift
button_rshift,R-Shift,右Shift
button_lalt,L-Alt,左Alt
button_ralt,R-Alt,右Alt
button_lctrl,L-Ctrl,左Ctrl
button_rctrl,R-Ctrl,右Ctrl
button_return,Return,Enter
chat_entertext,Enter text...,輸入文字...
chat_kill,Kill yourself,自殺
chat_resetspawn,Reset spawn point,重置復活點
chat_whisper,Whisper,悄悄話
chat_shout,Shout,大喊
,,
,,
hud_showmap,Show map,顯示地圖
hud_hidemap,Hide map,隱藏地圖
hud_addpin,Add pin,添加標記
hud_removepin,Remove pin,移除標記
hud_zoom,Zoom,縮放
hud_publicpos,Visible to other players,對其他玩家可見
hud_build,Build,建造
hud_require,Require,需要
hud_misc,Misc,其它
hud_crafting,Crafting,工藝
hud_building,Building,建築
hud_furniture,Furniture,家具
hud_repair,Repair,修理
hud_switchcategory,Switch category,切換類別
hud_switchitem,Switch item,切換物品
hud_place,Place,放置
hud_remove,Remove,拆除
hud_rotate,Rotate,旋轉
OLD hud_altplace,Alternative placement,替代放置
hud_altplace,Toggle snapping / options,切換貼合/任意
hud_nothingtobuild,Nothing to build,無法建造
hud_buildmenu,Build menu,建造選單
hud_tame,Tame,馴養
hud_wild,Wild,野生
hud_pet,Pet,撫摸
hud_tameness,Tameness,馴化度
hud_tamecheck,Check,查看
hud_tamelove,loves you,愛你
hud_tamefollow,follows you,跟隨你
hud_tamestay,stays,停止跟隨
hud_tamefrightened,Frightened,受驚
hud_tamehungry,Hungry,飢餓
hud_tameinprogress,Acclimatizing,適應中
hud_tamedone,has been tamed,被馴服了
hud_tamehappy,Happy,開心
hud_ready,Ready,就緒
hud_powernotready,Power not ready,放逐者之力冷卻中
hud_equipping,Equipping,正在裝備
hud_unequipping,Unequipping,正在卸下
,,
,,
inventory_splitstack,Split stack,拆分
inventory_crafting,Crafting,工藝
inventory_craftingprog,Crafting,正在製作
inventory_recipes,Recipes,配方
inventory_craftbutton,Craft,製作
inventory_upgradebutton,Upgrade,升級
inventory_full,Inventory full,背包已滿
inventory_stationlevel,Station level (Raise by building improvements),製作檯等級（透過建造改良設備來升級）
OLD inventory_stationlevel,Station level,製作檯等級
OLD inventory_stationlevelreq,Required improvements,需要改良設備
inventory_stationlevelreq,Required station level,需要製作檯等級
inventory_maxquality,Max quality,最高品質
inventory_style,Style,樣式
inventory_skills,Skills,技能
inventory_totalskill,Total skill,總技能數
inventory_new,New item,新物品
inventory_upgrade,Upgrade $1 quality to $2,將$1品質升級到$2
OLD inventory_upgrade,Upgrade item,升級物品
inventory_repairbutton,Repair an item,修理物品
inventory_pvp,Take damage from other players (Friendly Fire),會受到其他玩家傷害（隊友傷害）
inventory_takeall,Take all,全部拿取
inventory_use,Use/Equip ,使用/裝備
inventory_pickup,Pick up,拾取
inventory_split,Split,拆分
inventory_move,Move,移動
inventory_trophies,Trophies,戰利品
inventory_quality,Quality,品質
inventory_damage,Damage,傷害
inventory_blunt,Blunt,鈍擊
inventory_slash,Slash,斬擊
inventory_pierce,Pierce,刺擊
inventory_chop,Chop,劈擊
inventory_pickaxe,Pickaxe,鎬擊
inventory_fire,Fire,火焰
inventory_frost,Frost,冰霜
inventory_lightning,Lightning,閃電
inventory_poison,Poison,中毒
inventory_spirit,Spirit,靈能
inventory_dmgmod,Damage modifier,傷害修正
inventory_immune,Immune,免疫
inventory_resistant,Resistant,抗性
inventory_veryresistant,Very resistant,超強抗性
inventory_weak,Weak,虛弱
inventory_veryweak,Very weak,非常虛弱
inventory_texts,Valheim Compendium,英靈界概要
inventory_activeeffects,Active effects,目前效果
inventory_logs,Message log,訊息紀錄
inventory_selectedgp,Selected Forsaken power,選擇的放逐者之力
,,
,,
store_topic,Store,商店
store_buy,Buy,購買
store_sell,Sell,出售
,,
,,
msg_worldsaved,World saved,世界已儲存
msg_missingrequirement,Missing requirement,缺少必需品
msg_wrongtool,Wrong tool,錯誤的工具
msg_missingstation,Missing required crafting station,缺少需要的製作檯
msg_nobuildzone,A mystical force in this area stops you,這片區域有股神祕的力量阻止了你
msg_privatezone,The ward stops you,結界石阻止了你
msg_noteleportarea,Can only be built inside a stone circle,只能在圈內建造
msg_notindungeon,Can't be placed in a dungeon,無法放置在地城
msg_blocked,Blocked,擋住
msg_invalidplacement,Invalid placement,無效的放置
msg_needspace,Needs more space,需要更多空間
msg_extensionmissingstation,Needs to be placed near the appropriate crafting station,需要放置在相應的製作檯附近
msg_wrongbiome,Can't be placed in this environment,無法放置在此環境
msg_needcultivated,Needs cultivated soil,需要翻耕過的土壤
msg_cantremovenow,That can't be removed at this time,目前無法移除
msg_youdied,YOU DIED!,你死了！
msg_softdeath,The gods are merciful,眾神慈悲
msg_repaired,Repaired $1,已修理$1
msg_doesnotneedrepair,does not need repairs,不需要修理
msg_cantconsume,You can't consume that right now,你現在不能使用該物品
msg_isfull,You are full already,你已經飽了
msg_nomore,You can't eat more $1,你不能再吃$1
msg_added,Added,已添加
msg_removed,Removed,已移除
msg_broke_OLD,broke,損壞了
msg_outof,You are out of,缺少
msg_cantpickup,You can't pick that up,無法拾取該物品
msg_noroom,No room in inventory,背包沒有空間
msg_cantdrop,You can't drop that,無法丟棄該物品
msg_dropped,Dropped,已丟棄
msg_cantuseon,You can't use $1 on $2,無法在 $2 上使用$1
msg_useonwhat,Use $1 on what?,要把 $1 用在哪裡？
msg_stationneedroof,Crafting station needs a roof,製作檯需要屋頂
msg_stationtooexposed,Station is too exposed,製作檯的遮蔽太少
msg_bedneedroof,Bed needs a roof,床需要屋頂
msg_bedtooexposed,Bed is too exposed,床的遮蔽太少
msg_bednofire,Bed needs a nearby fire,床需要靠近熱源
msg_bedwet,You are wet,你身上濕了
msg_bedenemiesnearby,There are enemies nearby,附近有敵人
msg_spawnpointset,Spawn point set,復活點已設置
msg_cantopen,You can't open it,無法打開
msg_nocookitems,You don't have any cookable items,沒有任何可烹飪的食材
msg_needfire,You need to have a lit fire under the cooking station,需要在烹飪架下方生火
msg_nocookroom,There is no room,沒有空間
msg_cantaddmore,You can't add more $1,無法再添加$1
msg_fireadding,Adding $1 to the fire,往火裡添加了$1
msg_firenotburning,It's not burning,未燃燒
msg_toofew,Too few,太少了
msg_wrongitem,Wrong item,錯誤的物品
msg_fireportalalready,Portal already activated,傳送門已啟動
msg_throwinfire,You throw some $1 into the fire,你把 $1 扔進了火裡
msg_noprocessableitems,You don't have any processable items,沒有任何可加工的物品
msg_wontwork,That won't work,不管用
msg_itsfull,It's full,滿了
msg_wrongitem,Wrong item,錯誤的物品
msg_donthaveany,You don't have any,你沒有任何
msg_newtrophy,Trophy collected,戰利品已獲得
msg_newitem,New item,新物品
msg_newmaterial,New material,新材料
msg_newstation,New crafting station,新製作檯
msg_newstation_level,New station level,新製作檯等級
msg_level,level,等級
msg_newpiece,New build piece,新建造部件
msg_newrecipe,New crafting recipe,新製作配方
msg_cantoffer,Your offering is not answered,你的祭品沒有反應
msg_cantsleep,You can't sleep at this time,此刻不能睡覺
msg_goodnight,Good night,晚安
msg_goodmorning,Good morning,早安
msg_food_done,You could eat another bite,你可以多吃一點
msg_toohard,Too hard,太硬了
msg_blocked,Blocked,擋住
msg_skillup,Skill improved,技能已提升
msg_noteleport,An item prevents you from teleporting,有物品阻礙傳送
msg_pin_exist,Map location already added,地圖標記已添加過了
msg_pin_added,Map location added,地圖標記已添加
msg_door_needkey,Need key: $1,需要鑰匙：$1
msg_door_usingkey,Using key: $1,使用鑰匙：$1
msg_portal_blocked,Blocked,被擋住了
msg_skills_lowered,Skills lowered,技能已降低
msg_biome_found,Discovered $1 ,發現了$1
msg_walk,Walk,行走
msg_sold,Sold $1 for $2,以$2金幣出售了$1
msg_incompleteoffering,Incomplete offering,不完整的祭品
msg_offerdone,You make the sacrifice,你進行了獻祭
msg_offerwrong,Nothing happens,什麼也沒發生
msg_missingitem,You don't have the correct item,你沒有正確的物品
msg_newday,Day $1,第$1天
msg_newtext,$1 added to the compendium,$1 已添加到概要
msg_pvpon,PVP-damage enabled,已啟用隊友傷害
msg_pvpoff,PVP-damage disabled,已禁用隊友傷害
msg_inuse,Someone else is using it,其他人正在使用
msg_broke,$1 broke,$1 損壞了
msg_fishing_hooked,Hooked,上鉤了
msg_fishing_linebroke,Line broke,線斷了
msg_fishing_catched,Caught,釣到了
msg_fishing_lost,Lost catch,逃掉了
msg_dlcrequired,DLC required,需要附加下載內容
,,
,,
biome_forest,Forest,森林
biome_meadows,Meadows,草原
biome_swamp,Swamp,沼澤
biome_mountain,Mountain,雪山
biome_blackforest,Black forest,黑森林
biome_heath,Heath,荒原
biome_plains,Plains,曠野
biome_ashlands,Ashlands,灰燼之地
biome_deepnorth,Deep North,北方深境
biome_edge,Edge of the World,世界盡頭
biome_ocean,Ocean,海洋
biome_darklands,Darklands,黑暗之地
biome_mistlands,Mistlands,迷霧之地
,,
,,
location_enter,Enter,進入
location_exit,Exit,離開
location_forestcrypt,Burial chambers,葬骨墓穴
location_sunkencrypt,Sunken crypts,淹水墓窖
location_forestcave,Troll cave,巨魔洞穴
,,
,,
piece_use,Use,使用
piece_useitem,Use item,使用物品
piece_toofar,Too far,太遠了
piece_itemstand,Item stand,物品架
piece_itemstand_take,Take item,拿取物品
piece_itemstand_attach,Attach item,安放物品
piece_itemstand_cantattach,You can't attach this item,無法安放此物品
piece_itemstand_missingitem,Missing required item,缺少需要的物品
piece_door_open,Open,打開
piece_door_close,Close,關閉
piece_noaccess,No access,無法進入
piece_container_empty,EMPTY,空的
piece_container_open,Open,打開
piece_bed_unclaimed,Unclaimed bed,未認領的床
piece_bed_claim,Claim,認領
piece_bed,Bed,床
piece_bed_currentspawn,Current spawn point,目前復活點
piece_bed_setspawn,Set spawn point,設置復活點
piece_bed_sleep,Sleep,睡覺
piece_cstand_cook,Cook item,烹飪食材
piece_fire_fuel,Fuel,燃料
piece_fire,Fire,火
piece_guardstone_active,Active,啟用中
piece_guardstone_inactive,Inactive,停用中
piece_guardstone_owner,Owner,擁有者
piece_guardstone_additional,Permitted,受許可者
piece_guardstone_add,Opt-in,加入
piece_guardstone_remove,Opt-out,退出
piece_guardstone_deactivate,Deactivate,停用
piece_guardstone_activate,Activate,啟用
piece_sign_input,Enter text,輸入文字
piece_beehive_area,The bees don't like this biome,蜜蜂不喜歡這種生態域
piece_beehive_freespace,The bees need more open space,蜜蜂需要更開闊的空間
piece_beehive_sleep,The bees are sleeping,蜜蜂正在睡覺
piece_beehive_happy,The bees are happy,蜜蜂很快樂
piece_beehive_extract,Extract,提取
piece_beehive_check,Check bees,查看蜜蜂
piece_rune_read,Read,閱讀
piece_smelter_add,Add,添加
piece_smelter_additem,Add item,添加物品
piece_smelter_empty,Empty,空的
piece_smelter_ready,Processed,已加工
piece_smelter_reqroof,Requires a roof,需要屋頂
piece_plant_healthy,Healthy,健康
piece_plant_nosun,Needs an open sky,需要廣闊的天空
piece_plant_nospace,Needs more room to grow,需要更多生長空間
piece_plant_wrongbiome,Can't grow in this environment,無法在這種環境中生長
piece_plant_notcultivated,Needs cultivated ground,需要翻耕過的土壤
piece_upgrade,improvement,改良設備
piece_craftingstation,Crafting station,製作檯
piece_fermenter,Fermenter,發酵桶
piece_fermenter_ready,Done,完成
piece_fermenter_tap,Tap,裝取
piece_fermenter_fermenting,Fermenting,發酵中
piece_fermenter_add,Add item,添加物品
piece_fermenter_exposed,Too exposed,遮蔽太少
piece_vegvisir,Vegvisir,羅盤石
piece_register_location,Register location,標記位置
piece_ship_rudder,Use rudder,使用船舵
piece_sign,Sign,看板
piece_charcoalkiln,Charcoal kiln,木炭窯
piece_cultivate,Cultivate,翻耕
piece_firepit,Campfire,營火
piece_bonfire,Bonfire,篝火
piece_forge,Forge,鍛爐
piece_forge_ext1,Forge bellows,鍛爐風箱
piece_forge_ext2,Anvils,砧座
piece_forge_ext3,Grinding wheel,砂輪機
piece_forge_ext4,Smith's anvil,鐵匠砧座
piece_forge_ext5,Forge cooler,淬火桶
piece_forge_ext6,Forge toolrack,鍛爐工具架
piece_guardstone,Ward,結界石
piece_guardstone_description,Emits a magic seal on the nearby surroundings that prevents other players from constructing buildings or opening doors.,能在周圍發出結界，以阻止其他玩家建造或開門。
piece_hearth,Hearth,爐灶
piece_irongate,Iron gate,鐵門
piece_levelground,Level ground,鋤平地面
piece_pavedroad,Paved road,鋪石路
piece_path,Pathen,闢路
piece_replant,Grass,草
piece_beehive,Beehive,蜂房
piece_cauldron,Cauldron,釜鍋
piece_stool,Stool,凳子
piece_throne01,Raven throne,渡鴉王座
piece_chest,Reinforced chest,鐵固箱子
piece_chestprivate,Personal chest,個人箱子
piece_chestwood,Chest,箱子
piece_cookingstation,Cooking station,烹飪架
piece_groundtorch,Standing iron torch,立式鐵製火炬
piece_groundtorchgreen,Standing green-burning iron torch,立式綠光鐵製火炬
piece_groundtorchwood,Standing wood torch,立式木製火炬
piece_repair,Repair,修理
piece_stonecutter,Stonecutter,切石機
piece_table,Table,桌子
piece_sconce,Sconce,壁掛火炬
piece_workbench,Workbench,工作檯
piece_workbench_ext1,Chopping block,劈柴墩
piece_workbench_ext2,Tanning rack,製革架
piece_workbench_ext3,Adze,錛斧
piece_workbench_ext4,Tool shelf,工具架
piece_artisanstation,Artisan table,工匠檯
piece_portal,Portal,傳送門
piece_portal_description,Connects to another portal with equal or no tag.,能與另一扇有相同標籤或沒有標籤的傳送門連接。
piece_portal_connected,CONNECTED,已連接
piece_portal_unconnected,UNCONNECTED,未連接
piece_portal_tag,Tag,標籤
piece_portal_settag,Set tag,設置標籤
piece_raise,Raise ground,堆高地面
piece_rug_deer,Deer rug,鹿皮地毯
piece_rug_wolf,Wolf rug,狼皮地毯
piece_rug_lox,Lox rug,蜥犛牛皮地毯
piece_sapling_barley,Barley,大麥
piece_sapling_flax,Flax,亞麻
piece_sapling_turnip,Turnip,蕪菁
piece_sapling_seedturnip,Seed-turnip,蕪菁種子
piece_sapling_seedturnip_description,Plant a turnip to get more seeds.,種植蕪菁就能獲得更多種子。
piece_sapling_carrot,Carrot,胡蘿蔔
piece_sapling_carrot_description,Plant carrot seeds to grow carrots.,種下胡蘿蔔種子就能長出胡蘿蔔。
piece_sapling_seedcarrot,Seed-carrot,胡蘿蔔種子
piece_sapling_seedcarrot_description,Plant a carrot to get more seeds.,種植胡蘿蔔就能獲得更多種子。
piece_smelter,Smelter,冶煉爐
piece_blastfurnace,Blast furnace,高爐
piece_windmill,Windmill,風車
piece_stakewall,Stakewall,木樁圍牆
piece_stonearch,Stone arch,石拱
piece_stonefloor4x4,Stone floor 4x4,石地板4x4
piece_stonefloor2x2,Stone floor 2x2,石地板2x2
piece_stonepillar,Stone pillar,石柱
piece_stonestair,Stone stair,石階梯
piece_stonewall1x1,Stone wall 1x1,石牆1x1
piece_stonewall2x1,Stone wall 2x1,石牆2x1
piece_stonewall4x2,Stone wall 4x2,石牆4x2
piece_woodbeam1,Wood beam 1m,木梁1m
piece_woodbeam2,Wood beam 2m,木梁2m
piece_woodbeam26,Wood beam 26°,木梁26°
piece_woodbeam45,Wood beam 45°,木梁45°
piece_wooddoor,Wood door,木門
piece_wooddragon,Wood dragon adornment,木製龍頭裝飾
piece_woodfence,Roundpole fence,圓桿柵欄
piece_woodfloor2x2,Wood floor 2x2,木地板2x2
piece_woodfloor1x1,Wood floor 1x1,木地板1x1
piece_woodgate,Wood gate,木製大門
piece_woodledge,Wood ledge,木架
piece_woodpole,Wood pole 1m,木柱1m
piece_woodpole2,Wood pole 2m,木柱2m
piece_woodroof26,Thatch roof 26°,茅草屋頂26°
piece_woodroof45,Thatch roof 45°,茅草屋頂45°
piece_woodrooficorner,Thatch roof i-corner 26°,茅草內角屋脊26°
piece_woodrooficorner45,Thatch roof i-corner 45°,茅草內角屋脊45°
piece_woodroofocorner,Thatch roof o-corner 26°,茅草外角屋脊26°
piece_woodroofocorner45,Thatch roof o-corner 45°,茅草外角屋脊45°
piece_woodrooftop,Thatch roof ridge 26°,茅草屋脊26°
piece_woodrooftop45,Thatch roof ridge 45°,茅草屋脊45°
piece_woodstack,Wood stack,木垛
piece_woodstair,Wood stair,木階梯
piece_woodstepladder,Wood ladder,木梯子
piece_woodwallhalf,Wood wall half,半高木牆
piece_woodwallroof,Wood wall 26°,木牆26°
piece_woodwallroof45,Wood wall 45°,木牆45°
piece_woodwallrooftop,Wood roof cross 26°,十字木梁26°
piece_woodwallrooftop45,Wood roof cross 45°,十字木梁45°
piece_woodironbeam,Wood iron beam,鐵固木梁
piece_woodironpole,Wood iron pole,鐵固木柱
piece_woodwall,Wood wall,木牆
piece_logbeam2,Log beam 2m,原木梁2m
piece_logbeam4,Log beam 4m,原木梁4m
piece_logpole2,Log pole 2m,原木柱2m
piece_logpole4,Log pole 4m,原木柱4m
piece_stonepile,Stone pile,石堆
piece_chair,Chair,椅子
piece_bed02,Dragon bed,龍床
piece_bench01,Bench,長椅
piece_brazierceiling01,Hanging brazier,吊式火盆
piece_banner01,Black banner,黑色旗幟
piece_banner02,Blue banner,藍色旗幟
piece_banner03,White and red striped banner,白紅條紋旗幟
piece_banner04,Red banner,紅色旗幟
piece_banner05,Green banner,綠色旗幟
piece_sharpstakes,Sharp stakes,尖木樁
piece_spinningwheel,Spinning wheel,紡車
piece_offerbowl_makeoffer,Make offering,獻祭
piece_offerbowl_offeritem,Offer item,獻祭物品
piece_mudpile,Muddy scrap pile,泥濘的廢料堆
piece_tombstone,Here rests,這裡長眠著
piece_tombstone_recovered,Items recovered,物品已全部拾取
piece_deposit_tin,Tin deposit,錫礦床
piece_deposit_copper,Copper deposit,銅礦床
piece_deposit_obsidian,Obsidian deposit,黑曜石礦床
piece_deposit_silver,Silver deposit,銀礦床
,,
,,
item_quality,Quality,品質
item_dlc,DLC item,附加下載內容物品
item_durability,Durability,耐用度
item_repairlevel,Repair station level,修理所需製作檯等級
item_weight,Weight,重量
item_value,Value,價值
item_knockback,Knockback,擊退力
item_backstab,Backstab,背刺
item_armor,Armor,防禦力
item_blockpower,Block power,格擋力
item_deflection_OLD,Deflection,偏擋
item_deflection,Parry force,招架力
item_parrybonus,Parry bonus,招架加成
item_food,Food,食物
item_food_health,Health,生命
item_food_stamina,Stamina,耐力
item_food_duration,Duration,持續時間
item_food_regen,Healing,治療
item_noteleport,Can't be teleported,無法傳送
item_seteffect,Set effect,套裝效果
item_parts,parts,件
item_crafter,Crafted by,製作者
item_movement_modifier,Movement speed,移動速度
item_total,Total,總計
item_onehanded,One-handed,單手
item_twohanded,Two-handed,雙手
,,
,,
item_trophy_eikthyr,Eikthyr trophy,橡神鹿戰利品
item_trophy_eikthyr_description,"This severed head oozes power.

Offer it to the Sacrificial Stones.","這顆被割下的鹿頭散發著力量。

將其獻給獻祭石吧。"
item_trophy_eikthyr_lore,"Once the king of the forest, the size of the antlers are truly impressive.","曾經的森林之王，鹿角
的大小著實令人驚嘆。"
item_trophy_elder,The Elder trophy,古老樹妖戰利品
item_trophy_elder_description,"This severed head oozes power.

Offer it to the Sacrificial Stones.","這顆被割下的頭顱散發著力量。

將其獻給獻祭石吧。"
item_trophy_elder_lore,"Even in death, it seems to grin with secret knowledge.","即使死了，它看起來仍
暗暗竊笑著。"
item_trophy_bonemass,Bonemass trophy,骨泥聚合體戰利品
item_trophy_bonemass_description,"Bones and viscous goo, held together by some unseen force.

Offer it to the Sacrificial Stones.","骸骨和黏稠物，被某種無形的力量凝結在一起。

將其獻給獻祭石吧。"
item_trophy_bonemass_lore,"A mess of black soil and old bone, thankfully quiet now.","整團沼泥和古老骸骨的
混合物，幸好現在安靜
不動了。"
item_trophy_dragonqueen,Moder trophy,亞龍龍母戰利品
item_trophy_dragonqueen_description,"The head of a dragon, majestic even in the rigor of death.

Offer it to the Sacrificial Stones.","巨龍的頭，即使死亡僵硬，依然莊嚴雄偉。

將其獻給獻祭石吧。"
item_trophy_dragonqueen_lore,"Scored with ancient scars, this head was the last sight of countless warriors.","這顆刻滿舊傷的頭顱，
是無數戰士生前最後的
景象。"
item_trophy_goblinking,Yagluth trophy,亞古魯斯戰利品
item_trophy_goblinking_description,The crownless head of a dead king.,死王的未加冕之首級。
item_trophy_goblinking_lore,"Sometimes, the eyes still move and the lips mutter silently...","有時，它的眼睛會動，
還會喃喃自語……"
item_trophy_boar,Boar trophy,野豬戰利品
item_trophy_boar_description,This boar head would make for a nice decoration in any house.,這顆野豬頭顱掛在任何房子裡，都會是個不錯的裝飾。
item_trophy_boar_lore,This boar head would make for a nice decoration in any house.,"這顆野豬頭顱掛在任何
房子裡，都會是個不錯
的裝飾。"
item_trophy_neck,Neck trophy,水蜥戰利品
item_trophy_neck_description,The beady eyes and razorsharp teeth belies the ostensibly calm nature of this small lizard.,如珠的雙眼和鋒利的牙齒，暴露了這種小蜥蜴沒有表面上的溫順。
item_trophy_neck_lore,The beady eyes and razorsharp teeth belies the ostensibly calm nature of this small lizard.,"如珠的雙眼和鋒利的牙
齒，暴露了這種小蜥蜴
沒有表面上的溫順。"
item_trophy_deer,Deer trophy,鹿戰利品
item_trophy_deer_description,A fine specimen but you'll need to kill more than deer to enter Valhalla.,很不錯的標本，但要進入英靈殿，僅僅殺鹿是不夠的。
item_trophy_deer_lore,A fine specimen but you'll need to kill more than deer to enter Valhalla.,"很不錯的標本，但要進
入英靈殿，僅僅殺鹿是
不夠的。"
item_trophy_greydwarf,Greydwarf trophy,灰矮妖戰利品
item_trophy_greydwarf_description,"The mossy, severed head of a Greydwarf.",灰矮妖被割下的頭顱，覆滿苔蘚。
