"menu_newcharacter","New Character","Ny karaktär","Nouveau personnage","Nuovo personaggio","Neuer Charakter","Personaje nuevo","Новый персонаж","Personaj nou","Нов герои","Нов карактер","Uusi hahmo","Ny Karakter","Ny karakter","Nýr karakter","Yeni karakter","Naujas veikėjas","Vytvořit postavu","Új karakter","Vytvoriť postavu","Nowa postać","Nieuw personage","Nova personagem","Novo Personagem","新角色","新角色","新規キャラクター","신규 캐릭터","नया चरित्र","สร้างตัวละครใหม่","Wski wskitgamigwinno","Novi Lik","ახალი პერსონაჟი","Νέος Χαρακτήρας","Novi karakter","Новий персонаж","Jauns tēls"
"menu_done","Done","Färdig","Terminé","Fatto","Fertig","Listo","Готово","Termină","Готов","Заврши","Valmis","Færdig","Ferdig","Staðfesta","Tamam","Atlikta","Dokončit","Kész","Dokončiť","Zakończ","Klaar","Terminado","Pronto","完成","完成","完了","완료","होगया","เสร็จสิ้น","Dagwagwto","Gotovo","შესრულება","Έτοιμο","Gotovo","Готово","Pabeigt"
"menu_cancel","Cancel","Ångra","Annuler","Annulla","Abbrechen","Cancelar","Отмена","Anulează","Отмени","Откажи","Peruuta","Annuller","Avbryt","Hætta við","İptal","Atšaukti","Zrušit","Mégse","Zrušiť","Anuluj","Annuleren","Cancelar","Cancelar","取消","取消","キャンセル","취소","रद्द करें","ยกเลิก","Wanalda","Poništi","გაუქმება","Ακύρωση","Otkaži","Скасувати","Atcelt"
"menu_name","Name","Namn","Nom","Nome","Name","Nombre","Имя","Nume","Име","Име","Nimi","Navn","Navn","Nafn","İsim","Vardas","Jméno","Név","Meno","Imię","Naam","Nome","Nome","昵称","名稱","名前","이름","नाम","ชื่อ","Liwizwôgan","Ime","სახელი","Όνομα","Ime","Ім’я","Nosaukums"
"menu_characterexist","A character with that name already exists.","En karaktär med detta namn finns redan.","Un personnage portant ce nom existe déjà.","Esiste già un personaggio con quel nome","Ein Charakter mit diesem Namen existiert bereits.","Ya existe un personaje con ese nombre.","Персонаж с таким именем уже существует.","Un personaj cu numele acela există deja.","Герои със такова име вече състествува","Карактер со истото име веќе постои.","Samanniminen hahmo on jo olemassa.","En karakter med samme navn findes allerede.","En karakter med det samme navnet eksisterer allerede.","Þetta nafn tilheyrir öðrum karakter.","Bu isim kullanılıyor.","Veikėjas tokiu vardu jau egzistuoja.","Postava s tímto jménem již existuje.","Már létezik egy ilyen nevű karakter.","Postava s tímto menom už existuje.","Postać z takim imieniem już istnieje.","Personagenaam bestaat al","Já existe uma personagem com esse nome.","Um personagem com esse nome já existe.","该昵称已存在","角色名稱已存在。","その名前のキャラクターが既に存在します。","해당 이름을 사용하는 캐릭터가 이미 존재합니다.","ये नाम इस्तेमाल में है","มีตัวละครใช้ชื่อนี้อยู่แล้ว","Kizi ao awani aliwihlômek.","Lik sa takvim imenom već postoji.","პერსონაჟი ამ სახელით უკვე არსებობს.","Ο χαρακτήρας με αυτό το όνομα υπάρχει ήδη.","Karakter sa tim imenom već postoji.","Персонаж із таким ім’ям уже є.","Tēls ar šādu vārdu jau pastāv."
"menu_skintone","Skin Tone","Hudton","Couleur de peau","Tonalità pelle","Hautfarbe","Tono de piel","Оттенок кожи","Tonul pielii","Цвят на кожата","Боја на кожа","Ihon sävy","Hudfarve","Hudfarge","Húðlitur","Ten Rengi","Odos atspalvis","Barva pleti","Bőrszín","Odtieň Pleti","Odcień skóry","Huidskleur","Tom da pele","Tom de Pele","肤色","膚色","肌の色","피부색","त्वचा का रंग","สีผิว","Alinôgwak madagen","Boja Kože","კანის ფერი","Τόνος Δέρματος","Boja kože","Колір шкіри","Ādas krāsa"
"menu_hairtone","Hair Tone","Hårfärg","Couleur de cheveux","Tonalità capelli","Haarfarbe","Tono de pelo","Оттенок волос","Culoarea părului","Цвят на косата","Боја на коса","Hiusten sävy","Hårfarve","Hårfarge","Hárlitur","Saç Rengi","Plaukų atspalvis","Barva vlasů","Hajszín","Odtieň Vlasov","Odcień włosów","Haarkleur","Tom do cabelo","Cor do Cabelo","发色","髮色","髪の色","머리색","बालो का रंग","โทนสีผม","Alatstakkil wdepkwanal","Boja Kose","თმის ფერი","Τόνος Μαλλιών","Boja kose","Колір волосся","Matu krāsa"
"menu_blondness","Blondness","Blondhet","Clarté","Chiarezza","Blondheit","Claridad","Глубина цвета","Claritate","Русо","Обелување","Hiusten vaaleus","Blondhed","Blondhet","Styrkur lits","Sarışınlık","Plaukų šviesumas","Světlost vlasů","Szőkeség","Svetlosť Vlasov","Jasność włosów","Blondheid","Louro","Tom de Loiro","金发程度","金髮度","金髪","금발","गोरापन","ความสว่าง","Wôbihla","Svjetlina","ქერა","Ξανθότητα","Plavokosi","Глибина кольору","Gaišums"
"menu_hair","Hair","Hårstil","Cheveux","Capelli","Haar","Pelo","Прическа","Păr","Коса","Коса","Hiustyyli","Hår","Hår","Hár","Saç","Plaukai","Vlasy","Haj","Vlasy","Włosy","Haar","Cabelo","Cabelo","头发","頭髮","髪","머리카락","बाल","ทรงผม","Wdepkwanal","Kosa","თმა","Μαλλιά","Kosa","Волосся","Mati"
"menu_beard","Beard","Skäggstil","Barbe","Barba","Bart","Barba","Борода","Barbă","Брада","Брада","Parran tyyli","Skæg","Skjegg","Skegg","Sakal","Barzda","Vousy","Szakáll","Brada","Broda","Baard","Barba","Barba","胡须","鬍鬚","髭","수염","दाढ़ी","เครา","Witwal","Brada","წვერი","Γενειάδα","Brada","Борода","Bārda"
"menu_selectworld","Select World","Välj värld","Sélection du monde","Seleziona mondo","Welt auswählen","Elegir mundo","Выбор мира","Selectează lumea","Избери свят","Избери свет","Valitse maailma","Vælg verden","Velg verden","Velja heim","Dünya Seçin","Pasirinkti pasaulį","Zvolte svět","Világ választása","Vybrať Svet","Wybierz świat","Wereld selecteren","Selecionar mundo","Selecionar Mundo","选择世界","選擇世界","ワールド選択","세계 선택","दुनिया का चयन","เลือกโลก","Megnem wskitgamigw","Odaberi Svijet","აირჩიეთ სამყარო","Επιλογή Κόσμου","Odaberi Svet","Виберіть світ","Izvēlies pasauli"
"menu_serverpassword","Server Password","Serverlösenord","Mot de passe du serveur","Server password","Server Passwort","Contraseña del servidor","Пароль сервера","Parola server","Парола","Лозинка за сервер","Palvelimen salasana","Serverkode","Serverpassord","Lykilorð netþjóns","Sunucu Şifresi","Serverio slaptažodis","Heslo Serveru","Szerverjelszó","Heslo Serveru","Hasło","Serverwachtwoord","Palavra-passe do servidor","Senha do Servidor","服务器密码","伺服器密碼","サーバーパスワード","서버 비밀번호","सर्वर पासवर्ड","รหัสผ่านเซิฟเวอร์","Ikôlklozwôgan","Lozinka Servera","სერვერის პაროლი","Κωδικός Server","Server lozinka","Пароль сервера","Servera parole"
"menu_startserver","Start Server","Starta server","Démarrer le serveur","Inizia server","Server starten","Abrir el servidor","Запустить сервер","Pornește serverul","Старт сървър","Стартувај сервер","Käynnistä palvelin","Start serveren","Start server","Nota netþjón","Sunucuyu Başlat","Pradėti serverį","Spustit Server","Szerver indítása","Spustiť Server","Uruchom serwer","Server starten","Iniciar servidor","Iniciar Servidor","启动服务器","啟動伺服器","サーバー起動","서버 시작","सर्वर शुरू करे","เริ่มเซิฟเวอร์","Môja adalmôwhlamek","Započni Server","სერვერის ჩართვა","Εκκίνηση Server","Pokreni server","Запустити сервер","Palaist serveri"
"menu_public","Public","Allmän","Public","Pubblico","Öffentlich","Público","Публичный","Public","Публичен","Јавен","Julkinen","Offentlig","Offentlig","Opinber","Herkese Açık","Viešas","Veřejný","Nyilvános","Verejná Hra","Publiczny","Openbaar","Público","Público","公开","公開","公開","공개","जनता","สาธารณะ","Môwkawiki","Javno","საჯარო","Δημόσιο","Javan","Для всіх","Publisks"
"menu_communityserver","Community Server","Gemenskaphetsserver","Serveur communautaire","Server della community","Community Server","Servidor comunitario","Сервер сообщества","Server comunitate","Публичен  сървър","Јавен сервер","Yhteisöpalvelin","Fællesskabsserver","Fellesskapsserver","Samfélagsþjónn","Topluluk Sunucusu","Viešas serveris","Komunitní Server","Közösségi szerver","Komunitný Server","Serwer społecznościowy","Communityserver","Servidor da comunidade","Servidor da Comunidade","社区服务器","社群伺服器","コミュニティサーバー","커뮤니티 서버","सामुदायिक सर्वर","เซิฟเวอร์ชุมชน","Môwigamigw","Serveri zajednice","ქომუნითი სერვერი","Κοινοτικό Server","Javni server","Сервер спільноти","Kopienas serveris"
"menu_friends","Friends","Vänner","Amis","Amici","Freunde","Amigos","Друзья","Prieteni","Приятели","Пријатели","Ystävät","Venner","Venner","Vinir","Arkadaşlar","Draugai","Přátelé","Barátok","Priatelia","Znajomi","Vrienden","Amigos","Amigos","好友","好友","フレンド","친구","दोस्त","เพื่อน","Nidôbak","Prijatelji","მეგობრები","Φίλοι","Prijatelji","Друзі","Draugu"
"menu_passwordshort","The password is too short","Lösenordet är för kort","Mot de passe trop court","Password troppo corta","Das Passwort ist zu kurz","La contraseña es muy corta","Пароль слишком короткий","Parolă prea scurtă","Паролaта е твърде кратка","Кратка лозинка","Salasana on liian lyhyt","Kodeordet er for kort","Passordet er for kort","Lykilorð of stutt","Şifre çok kısa","Slaptažodis per trumpas","Heslo je příliš krátké","A jelszó túl rövid","Heslo je príliš krátke","Hasło jest za krótkie","Wachtwoord is te kort","Palavra-passe demasiado curta","Senha muito curta","密码太短","密碼過短","パスワードが短すぎます","비밀번호가 너무 짧습니다","पासवर्ड छोटा है","รหัสผ่านสั้นเกินไป","Wzômi piwigwen Ikôlklozwôgan","Lozinka je prekratka","პაროლი ძალიან მოკლეა","Ο κωδικός είναι πολύ μικρός","Lozinka je prekratka","Пароль закороткий","Parole ir par īsu"
"menu_passwordinvalid","Invalid password","Ogiltigt lösenord","Mot de passe incorrect","Password non valida","Falsches Passwort","Contraseña no válida","Неверный пароль","Parola invalida","Грешна парола","Погрешна лозинка","Väärä salasana","Ugyldigt kodeord","Ugyldig passord","Ógilt lykilorð","Geçersiz şifre","Slaptažodis neteisingas","Neplatné heslo","Érvénytelen jelszó","Nesprávne heslo","Niewłaściwe hasło","Ongeldig wachtwoord","Palavra-passe inválida","Senha inválida","密码无效","無效密碼","パスワードが無効です","유효하지 않은 비밀번호","गलत पासवर्ड","รหัสผ่านไม่ถูกต้อง","Paligen ikôlklozwôgan","Netočna lozinka","პაროლი არასწორია","Μη έγκυρος κωδικός","Pogrešna lozinka","Хибний пароль","Nepareiza parole"
"menu_community","Community","Gemenskap","Communauté","Community","Community","Comunidad","Сообщество","Comunitate","Общество","Заедница","Yhteisö","Fællesskab","Fellesskap","Samfélag","Topluluk","Viešas","Komunita","Közösség","Komunitný","Społeczność","Gemeenschap","Comunidade","Comunidade","社区","社群","コミュニティ","커뮤니티","समुदाय","ชุมชน","Môwkawôgan","Zajednice","ქომუნითი","Κοινότητα","Zajednica","Спільнота","Kopienas"
"menu_newworld","New World","Ny värld","Nouveau monde","Nuovo mondo","Neue Welt","Mundo nuevo","Новый мир","Lume nouă","Нов свят","Нов свет","Uusi maailma","Ny verden","Ny verden","Nýr heimur","Yeni Dünya","Naujas pasaulis","Nový Svět","Új világ","Nový Svet","Nowy świat","Nieuwe wereld","Novo mundo","Novo Mundo","新建世界","新世界","新しいワールド","새로운 세계","नई दुनिया","โลกใหม่","Wski wskitgamigw","Novi Svijet","ახალი სამყარო","Νέος Κόσμος","Novi Svet","Новий світ","Jauna pasaule"
"menu_seed","Seed","Seed","Seed","Seme","Seed","Semilla","Зерно мира","Seed","Семе","Код","Siemen","Seed","Seed","Fræ","Seed","Sėkla","Seed","Mag","Seed","Ziarno świata","Sleutel","Semente","Seed","种子","種子碼","シード","시드","सीड","Seed","Môjagek Aki","Sjeme","სამყაროს ნაირსახეობა","Σπόρος","Seme","Ключ","Kods"
"menu_entername","Enter Name","Ange namn","Entrez un nom","Inserisci nome","Namen eingeben","Escribir nombre","Введите имя","Introdu nume","Въведи име","Внеси име","Kirjoita nimi","Skriv navn","Angi navn","Slá inn nafn","Ad girin","Įvesti vardą","Zadejte jméno","Név megadása","Zadaj Meno","Wprowadź nazwę","Naam invoeren","Introduz o nome","Digitar Nome","输入昵称","輸入名稱","名前を入力","이름 입력","नाम डाले","ใส่ชื่อ","Liwihla","Upiši Ime","შეიყვანეთ სახელი","Εισάγετε Όνομα","Unesi ime","Напишіть ім’я","Pasaules nosaukums"
"menu_enterseed","Enter Seed","Ange seed","Entrez la seed","Inserisci seed","Seed eingeben","Insertar seed","Задайте зерно мира","Introdu Seed","Въведи семе","Внеси код","Anna siemenluku","Skriv Seed","Angi seed","Slá inn fræ","Seed girin","Įvesti sėklą","Zadejte seed","Mag megadása","Zadaj Seed","Wprowadź seed mapy","Seed invoeren","Introduz a semente","Digitar Seed","输入种子","輸入種子碼","シードを入力","시드 입력","सीड डाले","ใส่รหัส Seed","Awigham ali môjagek aki","Upiši Sjeme","შეიყვანეთ სამყაროს ვარიაცია","Εισαγωγή Σπόρου","Unesi seme","Напишіть ключ","Pasaules kods"
"menu_worldnametip","5 characters minimum","Minst 5 tecken","5 caractères minimum","Minimo 5 lettere","Mindestens 5 Zeichen","Mínimo 5 caracteres","Минимум 5 символов","Minim 5 caractere","Минимално 5 букви","Минимум 5 букви","Vähintään viisi merkkiä","Mindst 5 bogstaver","Minst 5 bokstaver","Að minnsta kosti 5 stafir","Minimum 5 karakter","Mažiausiai 5 simboliai","Minimálně 5 znaků","Legalább 5 karakter","Minimálne 5 znakov","Min. 5 znaków","Min. 5 tekens","Mínimo 5 caracteres","Mínimo de 5 caracteres","至少5个字母","最少 5 個字元","5文字以上","최소 5글자","सिर्फ 5 अक्षर डाले","อย่างน้อย 5 ตัวอักษร","Kwinôgwi 5 tbaskhodiganal","5 znakova minimalno","საჭიროა მინიმუმ 5 სიმბოლო","τουλάχιστον 5 χαρακτήρες","5 karaktera je minimum","Щонайменше 5 символів","Vismaz 5 burtus"
"menu_selectserver","Select Server","Välj server","Choisir un serveur","Seleziona server","Server auswählen","Elegir servidor","Выбор сервера","Alege un server","Избери сървър","Избери сервер","Valitse palvelin","Vælg server","Velg server","Velja netþjón","Sunucu seçin","Pasirinkti serverį","Zvolte server","Szerver kiválasztása","Vybrať Server","Wybierz serwer","Server selecteren","Selecionar o servidor","Selecionar Servidor","选择服务器","選擇伺服器","サーバー選択","서버 선택","सर्वर चुने","เลือกเซิฟเวอร์","Megnem adalmôwhlômek","Odaberi Server","აირჩიეთ სერვერი","Επιλογή Server","Odaberi server","Виберіть сервер","Izvēlies serveri"
"menu_connect","Connect","Anslut","Se connecter","Connetti","Verbinden","Conectar","Подключиться","Conectare","Свързване","Поврзи се","Yhdistä","Tilslut","Koble til","Tengjast","Bağlan","Prisijungti","Připojit","Kapcsolódás","Pripojiť","Połącz","Verbinden","Ligar","Conectar","连接","連線","接続","연결","कनेक्शन","เชื่อมต่อ","Ônkowa","Spajanje","დაკავშირება","Σύνδεση","Konektuj se","Приєднатися","Pievienoties"
"menu_loading","Loading...","Laddar...","Chargement...","Caricamento...","Lädt...","Cargando...","Загрузка...","Încărcare...","Зареждане...","Вчитување","Ladataan...","Indlæser...","Laster...","Hleður...","Yükleniyor...","Kraunama...","Načítání...","Betöltés...","Načítavanie...","Wczytywanie...","Laden…","A carregar...","Carregando...","载入中...","載入中...","ロード中…","불러오는 중...","लोड हो रहा है....","กำลังโหลด...","Mijebikan...","Učitavanje...","იტვირთება...","Φόρτωση...","Učitavanje...","Завантаження…","Ielādē..."
"menu_ok","OK","Okej","Ok","Ok","OK","Aceptar","ОК","Ok","Ок","Ок","OK","OK","OK","Í lagi","Tamam","Gerai","OK","Rendben","OK","OK","OK","OK","OK","确认","確定","OK","확인","ओके","ตกลง","Ôhôô","OK","კარგი","ΟΚ","OK","Гаразд","LABI"
"menu_close","Close","Stäng","Fermer","Chiudi","Schließen","Cerrar","Закрыть","Închide","Затвори","Затвори","Sulje","Skjul","Lukk","Loka","Kapat","Uždaryti","Zavřít","Bezár","Zavrieť","Zamknij","Sluiten","Fechar","Fechar","关闭","關閉","閉じる","닫기","बन्द करे","ปิด","Kôtta","Zatvori","დახურვა","Κλείσιμο","Zatvori","Закрити","Aizvērt"
"menu_closemenu","Close Menu","Stäng meny","Fermer le menu","Chiudi il menù","Menü schließen","Cerrar menú","Закрыть меню","Închide meniul","Изход от менюто","","Sulje valikko","Luk Menu","Lukk meny","Loka valmynd","Menüyü Kapat","Uždaryti meniu","Zavřít menu","Menü bezárása","Zavrieť Menu","Zamknij menu","Menu sluiten","Fechar Menu","Fechar Menu","关闭菜单","關閉選單","メニューを閉じる","메뉴 닫기","मेनू बंद करें","ปิดเมนู","Kôttiga ni","Zatvori Izbornik","მენიუს დახურვა","Κλείσιμο Μενού","Zatvori meni","Продовжити","Aizvērt izvēlni"
"menu_logout","Logout","Logga ut","Déconnexion","Disconnetti","Ausloggen","Cerrar sesión","Отключиться","Delogare","Излез","Одјави се","Kirjaudu ulos","Log ud","Logg ut","Loka heimi","Oturumu kapat","Atsijungti","Odpojit se","Kijelentkezés","Odpojiť sa","Wyloguj","Afmelden","Terminar sessão","Encerrar Sessão","返回主菜单","登出","ログアウト","로그아웃","लॉगआउट","ออกจากระบบ","Pabagihlaoso","Odjavi se","გამოსვლა","Αποσύνδεση","Odjavi se","Вийти в меню","Izlogoties"
"menu_logoutconfirm","Logout?","Logga ut?","Se déconnecter ?","Disconnetti?","Ausloggen?","¿Cerrar sesión?","Отключиться?","Delogare?","Излез?","Дали си сигурен?","Haluatko kirjautua ulos?","Vil du gerne logge ud?","Vil du logge ut?","Viltu skrá þig út?","Oturumu kapatacak mısın?","Atsijungti?","Odpojit?","Kijelentkezel?","Odpojiť?","Wylogować?","Afmelden?","Terminar a sessão?","Encerrar Sessão?","确认返回？","是否登出？","ログアウトしますか？","로그아웃 하시겠습니까?","लॉगआउट?","ต้องการออกจากระบบ?","Pabagihlaoso?","Odjavi se?","გამოვიდეთ?","Αποσύνδεση?","Odjavi se?","Вийти в меню?","Izlogoties?"
